link	venue	year	citations	description	institutions	companies	title	authors	num_authors	doi	openalex_id	oa_pdf_url	is_open_access	oa_status	primary_topic	concepts	referenced_works_count	type	source	matched_keywords
https://doi.org/10.1145/3485447.3512002	TheWebConf / WWW	2022	20	Topic taxonomies, which represent the latent topic (or category) structure of document collections, provide valuable knowledge of contents in many applications such as web search and information filtering. Recently, several unsupervised methods have been developed to automatically construct the topic taxonomy from a text corpus, but it is challenging to generate the desired taxonomy without any prior knowledge. In this paper, we study how to leverage the partial (or incomplete) information about the topic structure as guidance to find out the complete topic taxonomy. We propose a novel framework for topic taxonomy completion, named TaxoCom, which recursively expands the topic taxonomy by discovering novel sub-topic clusters of terms and documents. To effectively identify novel topics within a hierarchical topic structure, TaxoCom devises its embedding and clustering techniques to be closely-linked with each other: (i) locally discriminative embedding optimizes the text embedding space to be discriminative among known (i.e., given) sub-topics, and (ii) novelty adaptive clustering assigns terms into either one of the known sub-topics or novel sub-topics.	University of Illinois Urbana-Champaign; Google (United States); Pohang University of Science and Technology	Google (United States)	TaxoCom: Topic Taxonomy Completion with Hierarchical Discovery of Novel Topic Clusters	Dongha Lee; Jiaming Shen; SeongKu Kang; Susik Yoon; Jiawei Han; Hwanjo Yu	6	https://doi.org/10.1145/3485447.3512002	https://openalex.org/W4220771481	https://arxiv.org/pdf/2201.06771	True	green	Topic Modeling	Computer science; Taxonomy (biology); Discriminative model; Information retrieval; Topic model	56	article	openalex	novel [title]
https://doi.org/10.1109/tkde.2021.3073717	IEEE TKDE	2021	20	Despite that path-based and embedding-based models with knowledge graphs (KGs) achieve better recommendation performance compared with other deep learning based methods, such improvement is limited due to a lack of modeling user's dynamic interest. To address this issue, we explore a principled model to provide semantic understanding of each item in user's historical interest sequence in KGs. Specifically, we propose a multi-granularity dynamic interest sequence learning method, which is based on knowledge-enhanced path mining and interest fluctuation signal discovery, to obtain semantic-enhanced paths. Furthermore, the paths are embedded by the SEP2Vec, and merged through the proposed entropy-aware pooling layer to obtain the user preference representation, which is then used to learn dynamic user interest sequence. Experimental results on two public datasets of movie and music recommendation, and two industrial datasets of personalized local service recommendation in Alipay App have illustrated that the proposed model can achieve significantly better prediction performance compared with other known baselines.	Beijing Jiaotong University; Zhejiang Financial College		Learning Dynamic User Interest Sequence in Knowledge Graphs for Click-Through Rate Prediction	Youru Li; Xiaobo Guo; Wenfang Lin; Mingjie Zhong; Qunwei Li; Zhongyi Liu; Wenliang Zhong; Zhenfeng Zhu	8	https://doi.org/10.1109/tkde.2021.3073717	https://openalex.org/W3154608356		False	closed	Recommender Systems and Techniques	Computer science; Pooling; Embedding; Collaborative filtering; Artificial intelligence	55	article	openalex	multi-interest recommendation [title_and_abstract]
https://doi.org/10.1609/aaai.v38i9.28878	AAAI	2024	19	AI powered code-recommendation systems, such as Copilot and CodeWhisperer, provide code suggestions inside a programmer's environment (e.g., an IDE) with the aim of improving productivity. We pursue mechanisms for leveraging signals about programmers' acceptance and rejection of code suggestions to guide recommendations. We harness data drawn from interactions with GitHub Copilot, a system used by millions of programmers, to develop interventions that can save time for programmers. We introduce a utility-theoretic framework to drive decisions about suggestions to display versus withhold. The approach, conditional suggestion display from human feedback (CDHF), relies on a cascade of models that provide the likelihood that recommended code will be accepted.	Massachusetts Institute of Technology; Microsoft Research (United Kingdom)	Microsoft Research (United Kingdom)	When to Show a Suggestion? Integrating Human Feedback in AI-Assisted Programming	Hussein Mozannar; Gagan Bansal; Adam Fourney; Eric Horvitz	4	https://doi.org/10.1609/aaai.v38i9.28878	https://openalex.org/W4393153298	https://ojs.aaai.org/index.php/AAAI/article/download/28878/29669	True	diamond	Ethics and Social Impacts of AI	Computer science; Artificial intelligence; Cognitive science; Programming language; Human–computer interaction	32	article	openalex	unexpectedness recommendation [title_and_abstract]
https://doi.org/10.1145/3664651	ACM TOIS	2024	19	Providing potential next point-of-interest (POI) suggestions for users has become a prominent task in location-based social networks, which receives more and more attention from the industry and academia and it remains challenging due to highly dynamic and personalized interactions in user movements. Currently, state-of-the-art works develop various graph- and sequential-based learning methods to model user-POI interactions and transition regularities. However, there are still two significant shortcomings in these works: (1) ignoring personalized spatial and temporal-aspect interactive characteristics capable of exhibiting periodic interests of users and (2) insufficiently leveraging the sequential patterns of interactions for beyond-pairwise high-order collaborative signals among users’ sequences. To jointly address these challenges, we propose a novel multi-view hypergraph learning with spatial-temporal periodic interests for next POI recommendation (MvStHgL). In the local view, we attempt to learn the POI representation of each interaction via jointing periodic characteristics of spatial and temporal aspects.	Dongbei University of Finance and Economics		MvStHgL: Multi-View Hypergraph Learning with Spatial-Temporal Periodic Interests for Next POI Recommendation	Jingmin An; Ming Gao; Jiafu Tang	3	https://doi.org/10.1145/3664651	https://openalex.org/W4396793140	https://dl.acm.org/doi/pdf/10.1145/3664651	True	bronze	Recommender Systems and Techniques	Hypergraph; Computer science; Pairwise comparison; Node (physics); Embedding	61	article	openalex	multi-interest recommendation [title_and_abstract]
https://doi.org/10.1109/tkde.2023.3321803	IEEE TKDE	2023	19	Advances in machine learning have enabled a broad range of complex applications, such as image recognition, recommendation system and machine translation. Data plays an important role in our increasingly complex and diverse environments, and this also reinforces the importance of data privacy in machine learning-enabled applications. Although there are a number of literature survey articles on machine learning, only a few studies have investigated the cryptographic primitives used in privacy-preserving machine learning (PPML). In other words, there is no, or limited, systematization of knowledge (SoK) that provides a comprehensive introduction to cryptography that have been deployed in PPML. In this paper, we firstly introduce some basic concepts such as machine learning tasks and processes.	Wuhan University; Qilu University of Technology; Shandong Academy of Sciences; King Saud University; The University of Texas at San Antonio		Cryptographic Primitives in Privacy-Preserving Machine Learning: A Survey	Hong Qin; Debiao He; Qi Feng; Muhammad Khurram Khan; Min Luo; Kim‐Kwang Raymond Choo	6	https://doi.org/10.1109/tkde.2023.3321803	https://openalex.org/W4387319330		False	closed	Cryptography and Data Security	Computer science; Cryptography; Machine learning; Cryptographic primitive; Artificial intelligence	157	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1109/tkde.2023.3243239	IEEE TKDE	2023	19	Points-of-interest (POIs) recommendation plays a vital role in location-based social networks (LBSNs) by introducing unexplored POIs to consumers and has drawn extensive attention from academia and industry. Existing POI recommender systems usually learn fixed latent vectors to represent both consumers and POIs from historical check-ins and make recommendations under the spatio-temporal constraints. However, we argue that the existing works still suffer from the challenges of explaining consumers’ complicated check-in actions. To this end, we first explore the interpretability of recommendations from the POI aspect, i.e., for a specific POI, its function usually changes over time, so representing a POI with a single fixed latent vector is not sufficient to describe the dynamic nature of POIs. Besides, check-in actions to a POI are also affected by the zone where it is located.	Jilin University; Jilin Province Science and Technology Department; Temple University		Zone-Enhanced Spatio-Temporal Representation Learning for Urban POI Recommendation	En Wang; Yuanbo Xu; Yongjian Yang; Yiheng Jiang; Fukang Yang; Jie Wu	6	https://doi.org/10.1109/tkde.2023.3243239	https://openalex.org/W4319459225		False	closed	Recommender Systems and Techniques	Computer science; Interpretability; Embedding; Point of interest; Function (biology)	50	article	openalex	multi-interest recommendation [title_and_abstract]
https://doi.org/10.1109/tkde.2022.3140387	IEEE TKDE	2022	19	Recommendation systems have become more important since the widespread use of the Internet. The large amount of information means that it is difficult for users to discover what they really need. However, users’ preferences can change over time because of the age and the impact of social networks. Recommendation systems must capture users’ preferences and recommend suitable items, which is a difficult challenge. This study proposes a novel recommendation system that adapts to the changing preferences of users.	National Cheng Kung University; National Kaohsiung University of Science and Technology		An Adaptive, Context-Aware, and Stacked Attention Network-Based Recommendation System to Capture Users’ Temporal Preference	Jung-Hsien Chiang; Chung-Yao Ma; Chi-Shiang Wang; Pei-Yi Hao	4	https://doi.org/10.1109/tkde.2022.3140387	https://openalex.org/W4206806590		False	closed	Recommender Systems and Techniques	Computer science; Recommender system; Preference; Context (archaeology); The Internet	48	article	openalex	diversity in recommendation [title_and_abstract]; diversity in recommender systems [title_and_abstract]; diversity-aware recommendation [title_and_abstract]; recommendation diversity [title_and_abstract]
https://doi.org/10.1145/3491102.3502028	ACM CHI	2022	19	To promote engagement, recommendation algorithms on platforms like YouTube increasingly personalize users’ feeds, limiting users’ exposure to diverse content and depriving them of opportunities to reflect on their interests compared to others’. In this work, we investigate how exchanging recommendations with strangers can help users discover new content and reflect. We tested this idea by developing OtherTube—a browser extension for YouTube that displays strangers’ personalized YouTube recommendations. OtherTube allows users to (i) create an anonymized profile for social comparison, (ii) share their recommended videos with others, and (iii) browse strangers’ YouTube recommendations. We conducted a 10-day-long user study (n = 41) followed by a post-study interview (n = 11).	Virginia Tech; University of Washington		OtherTube: Facilitating Content Discovery and Reflection by Exchanging YouTube Recommendations with Strangers	Md Momen Bhuiyan; Carlos Augusto Bautista Isaza; Tanushree Mitra; Sang Won Lee	4	https://doi.org/10.1145/3491102.3502028	https://openalex.org/W4225015848	https://dl.acm.org/doi/pdf/10.1145/3491102.3502028	True	hybrid	ICT in Developing Communities	Limiting; Internet privacy; User engagement; Computer science; World Wide Web	89	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1007/s11280-022-01040-3	TheWebConf / WWW	2022	19	Abstract Distributed Denial of Service (DDoS) attacks are among the most severe threats in cyberspace. The existing methods are only designed to decide whether certain types of DDoS attacks are ongoing. As a result, they cannot detect other types of attacks, not to mention the even more challenging mixed DDoS attacks. In this paper, we comprehensively analyzed the characteristics of various types of DDoS attacks and innovatively proposed five new features from heterogeneous packets including entropy rate of IP source flow, entropy rate of flow, entropy of packet size, entropy rate of packet size, and number of ICMP destination unreachable packet to detect not only various types of DDoS attacks, but also the mixture of them. The experimental results show that the proposed fives features ranked at the top compared with other common features in terms of effectiveness.	Deakin University; China National Petroleum Corporation (China)	China National Petroleum Corporation (China)	A novel feature-based framework enabling multi-type DDoS attacks detection	Lu Zhou; Ye Zhu; Yong Xiang; Tianrui Zong	4	https://doi.org/10.1007/s11280-022-01040-3	https://openalex.org/W4226267504	https://link.springer.com/content/pdf/10.1007/s11280-022-01040-3.pdf	True	hybrid	Network Security and Intrusion Detection	Denial-of-service attack; Computer science; Network packet; Internet Control Message Protocol; Application layer DDoS attack	41	article	openalex	novel [title]
https://doi.org/10.1109/tkde.2024.3508778	IEEE TKDE	2024	18	Social recommendations leverage social networks to augment the performance of recommender systems. However, the critical task of denoising social information has not been thoroughly investigated in prior research. In this study, we introduce a hierarchical denoising robust social recommendation model to tackle noise at two levels: 1) intra-domain noise, resulting from user multi-faceted social trust relationships, and 2) inter-domain noise, stemming from the entanglement of the latent factors over heterogeneous relations (e.g., user-item interactions, user-user trust relationships). Specifically, our model advances a preference and social psychology-aware methodology for the fine-grained and multi-perspective estimation of tie strength within social networks. This serves as a precursor to an edge weight-guided edge pruning strategy that refines the model's diversity and robustness by dynamically filtering social ties.	University of Electronic Science and Technology of China; The University of Tokyo		Hierarchical Denoising for Robust Social Recommendation	Zheng Hu; Satoshi Nakagawa; Zhuang Yan; Jiawen Deng; Shi‐Min Cai; Tao Zhou; Fuji Ren	7	https://doi.org/10.1109/tkde.2024.3508778	https://openalex.org/W4404835580		False	closed	Recommender Systems and Techniques	Computer science; Noise reduction; Artificial intelligence; Recommender system; Robustness (evolution)	62	article	openalex	diversity in recommendation [title_and_abstract]; diversity in recommender systems [title_and_abstract]; diversity-aware recommendation [title_and_abstract]; multi-interest recommendation [title_and_abstract]; recommendation diversity [title_and_abstract]
https://doi.org/10.48550/arXiv.2410.23683	NeurIPS	2024	18	On User-Generated Content (UGC) platforms, recommendation algorithms significantly impact creators' motivation to produce content as they compete for algorithmically allocated user traffic. This phenomenon subtly shapes the volume and diversity of the content pool, which is crucial for the platform's sustainability. In this work, we demonstrate, both theoretically and empirically, that a purely relevance-driven policy with low exploration strength boosts short-term user satisfaction but undermines the long-term richness of the content pool. In contrast, a more aggressive exploration policy may slightly compromise user satisfaction but promote higher content creation volume. Our findings reveal a fundamental trade-off between immediate user satisfaction and overall content production on UGC platforms.			Unveiling User Satisfaction and Creator Productivity Trade-Offs in Recommendation Platforms	Fan Yao; Yiming Liao; Jingzhou Liu; Shaoliang Nie; Qifan Wang; Haifeng Xu; Hongning Wang	7	https://doi.org/10.48550/arXiv.2410.23683			False		Computer Science	Computer Science	60	JournalArticle	semantic_scholar	recommendation diversity [s2:NeurIPS]
https://doi.org/10.48550/arXiv.2302.04336	ICML	2023	18	The primary goal in recommendation is to suggest relevant content to users, but optimizing for accuracy often results in recommendations that lack diversity. To remedy this, conventional approaches such as re-ranking improve diversity by presenting more diverse items. Here we argue that to promote inherent and prolonged diversity, the system must encourage its creation. Towards this, we harness the performative nature of recommendation, and show how learning can incentivize strategic content creators to create diverse content. Our approach relies on a novel form of regularization that anticipates strategic changes to content, and penalizes for content homogeneity.			Performative Recommendation: Diversifying Content via Strategic Incentives	Itay Eilat; Nir Rosenfeld	2	https://doi.org/10.48550/arXiv.2302.04336		http://arxiv.org/pdf/2302.04336	True		Computer Science	Computer Science	74	JournalArticle;Conference	semantic_scholar	diverse recommendation [s2:ICML]; diversified recommendation [s2:ICML]; recommendation diversity [s2:ICML]
https://doi.org/10.1145/3488560.3498458	WSDM	2022	18	Click-through rate prediction is a critical task in online advertising. Currently, many existing methods attempt to extract user potential interests from historical click behavior sequences. However, it is difficult to handle sparse user behaviors or broaden interest exploration. Recently, some researchers incorporate the item-item co-occurrence graph as an auxiliary. Due to the elusiveness of user interests, those works still fail to determine the real motivation of user click behaviors.	Alibaba Group (China); Fudan University	Alibaba Group (China)	Triangle Graph Interest Network for Click-through Rate Prediction	Wensen Jiang; Yizhu Jiao; Qingqin Wang; Chuanming Liang; Lijie Guo; Yao Zhang; Zhijun Sun; Yun Xiong; Yangyong Zhu	9	https://doi.org/10.1145/3488560.3498458	https://openalex.org/W4212881694	https://arxiv.org/pdf/2202.02698	True	green	Recommender Systems and Techniques	Homophily; Computer science; Click-through rate; Point of interest; Graph	49	article	openalex	aggregate diversity recommendation [title_and_abstract]; diverse recommendations [title_and_abstract]; diversity in recommendation [title_and_abstract]; multi-interest recommendation [title_and_abstract]; recommendation diversity [title_and_abstract]; serendipitous [title_and_abstract]
https://doi.org/10.1145/3477495.3531861	SIGIR	2022	18	With the rapid increase of micro-video creators and viewers, how to make personalized recommendations from a large number of candidates to viewers begins to attract more and more attention. However, existing micro-video recommendation models rely on expensive multi-modal information and learn an overall interest embedding that cannot reflect the user's multiple interests in micro-videos. Recently, contrastive learning provides a new opportunity for refining the existing recommendation techniques. Therefore, in this paper, we propose to extract contrastive multi-interests and devise a micro-video recommendation model CMI. Specifically, CMI learns multiple interest embeddings for each user from his/her historical interaction sequence, in which the implicit orthogonal micro-video categories are used to decouple multiple user interests.	Institute of Software; University of Chinese Academy of Sciences; MediaTek (Singapore)	MediaTek (Singapore)	Improving Micro-video Recommendation via Contrastive Multiple Interests	Beibei Li; Beihong Jin; Jiageng Song; Yisong Yu; Yiyuan Zheng; Wei Zhou	6	https://doi.org/10.1145/3477495.3531861	https://openalex.org/W4281264565	https://dl.acm.org/doi/pdf/10.1145/3477495.3531861	True	bronze	Recommender Systems and Techniques	Computer science; Robustness (evolution); Embedding; Modal; Multimedia	15	article	openalex	multi-interest recommendation [title_and_abstract]
https://doi.org/10.1007/s11280-021-00946-8	TheWebConf / WWW	2021	18		Macquarie University; Reserve Bank of Australia		A fairness-aware multi-stakeholder recommender system	Naime Ranjbar Kermany; Weiliang Zhao; Jian Yang; Jia Wu; Luiz Pizzato	5	https://doi.org/10.1007/s11280-021-00946-8	https://openalex.org/W3204577113		False	closed	Recommender Systems and Techniques	Recommender system; Computer science; Stakeholder; Diversity (politics); Inclusion (mineral)	52	article	openalex	diversity in recommendation [title_and_abstract]; diversity in recommender systems [title_and_abstract]; diversity-aware recommendation [title_and_abstract]; exposure diversity recommendation [title_and_abstract]; long-tail recommendation [title_and_abstract]; recommendation diversity [title_and_abstract]
https://doi.org/10.1609/aaai.v39i11.33327	AAAI	2025	17	Sequential Recommender Systems (SRS), which model a user's interaction history to predict the next item of interest, are widely used in various applications. However, existing SRS often struggle with low-popularity items, a challenge known as the long-tail problem. This issue leads to reduced serendipity for users and diminished profits for sellers, ultimately harming the overall system. Large Language Model (LLM) has the ability to capture semantic relationships between items, independent of their popularity, making them a promising solution to this problem. In this paper, we introduce LLMEmb, a novel method leveraging LLM to generate item embeddings that enhance SRS performance.	City University of Hong Kong; Xi'an Jiaotong University; Tencent (China)	Tencent (China)	LLMEmb: Large Language Model Can Be a Good Embedding Generator for Sequential Recommendation	Qidong Liu; Xian Wu; Wanyu Wang; Yejing Wang; Yuanshao Zhu; Xiangyu Zhao; Feng Tian; Yefeng Zheng	8	https://doi.org/10.1609/aaai.v39i11.33327	https://openalex.org/W4409365090	https://ojs.aaai.org/index.php/AAAI/article/download/33327/35482	True	diamond	Recommender Systems and Techniques	Generator (circuit theory); Computer science; Embedding; Language model; Programming language	0	article	openalex	long-tail recommendation [title_and_abstract]; serendipity [title_and_abstract]; serendipity recommender [title_and_abstract]
https://doi.org/10.1609/aaai.v38i8.28708	AAAI	2024	17	Reciprocal recommender systems (RRS) have been widely used in online platforms such as online dating and recruitment. They can simultaneously fulfill the needs of both parties involved in the recommendation process. Due to the inherent nature of the task, interaction data is relatively sparse compared to other recommendation tasks. Existing works mainly address this issue through content-based recommendation methods. However, these methods often implicitly model textual information from a unified perspective, making it challenging to capture the distinct intentions held by each party, which further leads to limited performance and the lack of interpretability.	Sun Yat-sen University; Mohamed bin Zayed University of Artificial Intelligence; South China University of Technology		Knowledge-Aware Explainable Reciprocal Recommendation	Kai-Huang Lai; Zhe-Rui Yang; Pei-Yuan Lai; Chang‐Dong Wang; Mohsen Guizani; Min Chen	6	https://doi.org/10.1609/aaai.v38i8.28708	https://openalex.org/W4393159829	https://ojs.aaai.org/index.php/AAAI/article/download/28708/29370	True	diamond	Explainable Artificial Intelligence (XAI)	Reciprocal; Computer science; Cognitive science; Data science; Psychology	37	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1145/3613455	ACM RecSys	2023	17	Current practice for evaluating recommender systems typically focuses on point estimates of user-oriented effectiveness metrics or business metrics, sometimes combined with additional metrics for considerations such as diversity and novelty. In this article, we argue for the need for researchers and practitioners to attend more closely to various distributions that arise from a recommender system (or other information access system) and the sources of uncertainty that lead to these distributions. One immediate implication of our argument is that both researchers and practitioners must report and examine more thoroughly the distribution of utility between and within different stakeholder groups. However, distributions of various forms arise in many more aspects of the recommender systems experimental process, and distributional thinking has substantial ramifications for how we design, evaluate, and present recommender systems evaluation and research results. Leveraging and emphasizing distributions in the evaluation of recommender systems is a necessary step to ensure that the systems provide appropriate and equitably distributed benefit to the people they affect.	Boise State University; Drexel University; Photon Spot (United States); Carnegie Mellon University	Photon Spot (United States)	Distributionally-Informed Recommender System Evaluation	Michael D. Ekstrand; Ben Carterette; Fernando Díaz	3	https://doi.org/10.1145/3613455	https://openalex.org/W4385607286	https://arxiv.org/pdf/2309.05892	True	green	Recommender Systems and Techniques	Recommender system; Computer science; Novelty; Stakeholder; Argument (complex analysis)	78	article	openalex	diversity in recommender systems [title_and_abstract]
https://doi.org/10.1145/3625828	ACM RecSys	2023	17	Meta-paths have been popularly used to provide explainability in recommendations. Although long/complicated meta-paths could represent complex user-item connectivity, they are not easy to interpret. This work tackles this problem by introducing a meta-path translation task. The objective is to translate a meta-path to its comparable explainable meta-paths that perform similarly in terms of recommendation but have higher explainability compared to the given one. We propose a definition of meta-path explainability to determine comparable explainable meta-paths and a meta-path grammar that allows comparable explainable meta-paths to be formed in a similar way as sentences in human languages.	University of Reading; Newcastle University		Explainable Meta-Path Based Recommender Systems	Thanet Markchom; Huizhi Liang; James Ferryman	3	https://doi.org/10.1145/3625828	https://openalex.org/W4387130589	https://dl.acm.org/doi/pdf/10.1145/3625828	True	bronze	Recommender Systems and Techniques	Computer science; Path (computing); Meta-analysis; Recommender system; Artificial intelligence	53	article	openalex	diversity in recommendation [title_and_abstract]; diversity in recommender systems [title_and_abstract]; recommendation diversity [title_and_abstract]
https://doi.org/10.1145/3600226	ACM TOIS	2023	17	Current session-based recommender systems (SBRSs) mainly focus on maximizing recommendation accuracy, while few studies have been devoted to improve diversity beyond accuracy. Meanwhile, it is unclear how the accuracy-oriented SBRSs perform in terms of diversity. In addition, the asserted “tradeoff” relationship between accuracy and diversity has been increasingly questioned in the literature. Toward the aforementioned issues, we conduct a holistic study to particularly examine the recommendation performance of representative SBRSs w.r.t. both accuracy and diversity, striving for better understanding of the diversity-related issues for SBRSs and providing guidance on designing diversified SBRSs.	Shanghai University of Finance and Economics; Agency for Science, Technology and Research; Institute of High Performance Computing; Nanyang Technological University		Understanding Diversity in Session-based Recommendation	Yin Qing; Hui Fang; Zhu Sun; Yew-Soon Ong	4	https://doi.org/10.1145/3600226	https://openalex.org/W4379093238		False	closed	Recommender Systems and Techniques	Computer science; Diversity (politics); Session (web analytics); Granularity; Recommender system	48	article	openalex	diversified recommendation [title_and_abstract]; diversity [title]; diversity in recommendation [title_and_abstract]; diversity in recommender systems [title_and_abstract]; recommendation diversity [title_and_abstract]; result diversification recommendation [title_and_abstract]
https://doi.org/10.1145/3581930	ACM RecSys	2023	17	Multi-list recommender systems have become widespread in entertainment and e-commerce applications. Yet, extensive user evaluation research is missing. Since most content is optimized toward a user’s current preferences, this may be problematic in recommender domains that involve behavioral change, such as food recommender systems for healthier food intake. We investigate the merits of multi-list recommendation in the context of internet-sourced recipes. We compile lists that adhere to varying food goals in a multi-list interface, examining whether multi-list interfaces and personalized explanations support healthier food choices.	University of Bergen; University of Amsterdam; Wageningen University & Research		Examining the User Evaluation of Multi-List Recommender Interfaces in the Context of Healthy Recipe Choices	Alain D. Starke; Edis Asotic; Christoph Trattner; Ellen J. Van Loo	4	https://doi.org/10.1145/3581930	https://openalex.org/W4321786051	https://dl.acm.org/doi/pdf/10.1145/3581930	True	hybrid	Consumer Attitudes and Food Labeling	Recommender system; Computer science; Context (archaeology); Set (abstract data type); World Wide Web	70	article	openalex	diverse recommendations [title_and_abstract]; diversity in recommendation [title_and_abstract]; diversity in recommender systems [title_and_abstract]; recommendation diversity [title_and_abstract]
https://doi.org/10.1609/aaai.v37i8.26181	AAAI	2023	17	Cold-start problem is one of the most challenging problems for recommender systems. One promising solution to this problem is cross-domain recommendation (CDR) which leverages rich information from an auxiliary source domain to improve the performance of recommender system in the target domain. In particular, the family of embedding and mapping methods for CDR is very effective, which explicitly learn a mapping function from source embeddings to target embeddings to transfer user’s preferences. Recent works usually transfer an overall source embedding by modeling a common or personalized preference bridge for all users. However, a unified user embedding cannot reflect the user’s multiple interests in auxiliary source domain.	Fudan University		REMIT: Reinforced Multi-Interest Transfer for Cross-Domain Recommendation	Caiqi Sun; Jiewei Gu; Binbin Hu; Xin Dong; Hai Li; Lei Cheng; Linjian Mo	7	https://doi.org/10.1609/aaai.v37i8.26181	https://openalex.org/W4382318872	https://ojs.aaai.org/index.php/AAAI/article/download/26181/25953	True	diamond	Recommender Systems and Techniques	Computer science; Embedding; Recommender system; Domain (mathematical analysis); Bridge (graph theory)	29	article	openalex	multi-interest recommendation [title_and_abstract]
https://doi.org/10.1109/tkde.2022.3230972	IEEE TKDE	2022	17	Existing studies have shown that user-item interaction data and social relation data can be jointly used for enhancing the performance of social recommendation. However, limited research has a focus on investigating how to deeply exploit different views of social interaction structures and rating behavior differences for further improving social recommendation. To this end, in this paper, we propose to integrate information from both semantic and structural views for social recommendation. Specifically, we first design a collective intelligence-based strategy to reveal high-quality implicit relations for both users and items. Then, by reformulating all available nodes and relations as a heterogeneous graph, we define multiple semantic metapaths to capture diverse preferences for comprehensive user and item representations.	Ministry of Education of the People's Republic of China; Hefei University of Technology; Beihang University; Hong Kong University of Science and Technology; Guangzhou HKUST Fok Ying Tung Research Institute		Semantic and Structural View Fusion Modeling for Social Recommendation	Kun Yuan; Guannan Liu; Junjie Wu; Hui Xiong	4	https://doi.org/10.1109/tkde.2022.3230972	https://openalex.org/W4312696048		False	closed	Recommender Systems and Techniques	Computer science; Information retrieval; Natural language processing; Artificial intelligence; Data science	50	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1109/tkde.2022.3208633	IEEE TKDE	2022	17	Re-ranking models refine item recommendation lists generated by the prior global ranking model, which have demonstrated their effectiveness in improving the recommendation quality. However, most existing re-ranking solutions only learn from implicit feedback with a shared prediction model, which regrettably ignore inter-item relationships under diverse user intentions. In this paper, we propose a novel Intention-awa <underline xmlns:mml="http://www.w3.org/1998/Math/MathML" xmlns:xlink="http://www.w3.org/1999/xlink">r</u> e Re-r <underline xmlns:mml="http://www.w3.org/1998/Math/MathML" xmlns:xlink="http://www.w3.org/1999/xlink">a</u> nking Model with Dynam <underline xmlns:mml="http://www.w3.org/1998/Math/MathML" xmlns:xlink="http://www.w3.org/1999/xlink">i</u> c Tran <underline xmlns:mml="http://www.w3.org/1998/Math/MathML" xmlns:xlink="http://www.w3.org/1999/xlink">s</u> former <underline xmlns:mml="http://www.w3.org/1998/Math/MathML" xmlns:xlink="http://www.w3.org/1999/xlink">E</u> ncoder (RAISE), aiming to perform user-specific prediction for each individual user based on her intentions. Specifically, we first propose to mine latent user intentions from text reviews with an intention discovering module (IDM). By differentiating the importance of review information with a co-attention network, the latent user intention can be explicitly modeled for each user-item pair.	Agency for Science, Technology and Research; Nanyang Technological University; Institute for Infocomm Research; Nankai University; Institute of High Performance Computing; Singapore Institute of Manufacturing Technology		Attention Over Self-Attention: Intention-Aware Re-Ranking With Dynamic Transformer Encoders for Recommendation	Zhuoyi Lin; Sheng Zang; Rundong Wang; Zhu Sun; J. Senthilnath; Chi Xu; Chee Keong Kwoh	7	https://doi.org/10.1109/tkde.2022.3208633	https://openalex.org/W4221141645		False	closed	Recommender Systems and Techniques	Computer science; Ranking (information retrieval); Information retrieval; Encoder; Transformer	55	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1609/aaai.v36i4.20326	AAAI	2022	17	For personalized ranking models, the well-calibrated probability of an item being preferred by a user has great practical value. While existing work shows promising results in image classification, probability calibration has not been much explored for personalized ranking. In this paper, we aim to estimate the calibrated probability of how likely a user will prefer an item. We investigate various parametric distributions and propose two parametric calibration methods, namely Gaussian calibration and Gamma calibration. Each proposed method can be seen as a post-processing function that maps the ranking scores of pre-trained models to well-calibrated preference probabilities, without affecting the recommendation performance.	Pohang University of Science and Technology; Korea Post		Obtaining Calibrated Probabilities with Personalized Ranking Models	Wonbin Kweon; SeongKu Kang; Hwanjo Yu	3	https://doi.org/10.1609/aaai.v36i4.20326	https://openalex.org/W4200631330	https://doi.org/10.1609/aaai.v36i4.20326	True	diamond	Domain Adaptation and Few-Shot Learning	Ranking (information retrieval); Computer science; Calibration; Parametric statistics; Machine learning	40	article	openalex	calibrated recommendations [title_and_abstract]
